area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,2505.0,3.0,2.0,165.0,3,6586.83
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh,1410.0,2.0,1.0,54.0,3,3829.79
Super built-up  Area,Ready To Move,Whitefield,2 BHK,DNlleks,1200.0,2.0,3.0,70.0,2,5833.33
Super built-up  Area,18-Oct,Chennammana Kere,3 BHK,,1705.0,2.0,1.0,86.96,3,5100.29
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,995.0,2.0,1.0,48.0,2,4824.12
Built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1081.0,2.0,1.0,52.0,2,4810.36
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,46.0,2,3852.6
Super built-up  Area,18-Dec,Sonnenahalli,1 BHK,Skacak,605.0,1.0,1.0,30.24,1,4998.35
Built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,567.0,1.0,1.0,25.0,1,4409.17
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,,1718.0,3.0,2.0,275.0,2,16006.98
Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,Brens7,1410.5,2.0,0.0,70.385,3,4990.07
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,,600.0,5.0,1.0,135.0,3,22500.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715.0,3.0,2.0,105.0,3,6122.45
Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,,3206.0,5.0,2.0,270.0,4,8421.71
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,1500.0,4.0,2.0,235.0,4,15666.67
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1846.0,3.0,2.0,120.0,3,6500.54
Plot  Area,Ready To Move,Coconut Garden,3 Bedroom,,600.0,3.0,1.0,90.0,3,15000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,AHodsWo,1015.0,2.0,3.0,56.0,2,5517.24
Plot  Area,Ready To Move,Dollars Colony,4 Bedroom,,4350.0,8.0,2.0,2600.0,4,59770.11
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1100.0,2.0,1.0,36.0,2,3272.73
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya,1965.0,4.0,2.0,125.0,3,6361.32
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1021.0,2.0,2.0,45.9,2,4495.59
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1230.0,2.0,1.0,67.65,2,5500.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1260.0,2.0,2.0,55.0,2,4365.08
Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,,2400.0,4.0,1.0,700.0,4,29166.67
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1894.0,4.0,1.0,114.0,3,6019.01
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,,1500.0,4.0,2.0,233.0,6,15533.33
Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC,1950.0,3.0,2.0,131.0,3,6717.95
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NDpalSe,1231.0,2.0,3.0,66.0,2,5361.49
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei,1236.0,2.0,1.0,58.0,2,4692.56
Built-up  Area,Ready To Move,R.T. Nagar,4 BHK,,1800.0,3.0,0.0,120.0,4,6666.67
Plot  Area,Ready To Move,Kirloskar Layout,5 Bedroom,,750.0,3.0,1.0,88.0,5,11733.33
Super built-up  Area,Ready To Move,Begur,3 BHK,Arera V,1443.0,2.0,2.0,70.0,3,4851.0
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,886.0,4.0,2.0,120.0,4,13544.02
Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1305.0,3.0,1.0,33.28,3,2550.19
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1190.0,2.0,2.0,46.41,2,3900.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1284.0,2.0,2.0,53.36,2,4155.76
Plot  Area,Ready To Move,Palace Guttahalli,3 Bedroom,,875.0,3.0,1.0,115.0,3,13142.86
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1325.0,2.0,1.0,59.0,2,4452.83
Plot  Area,Ready To Move,Sector 6 HSR Layout,6 Bedroom,,2400.0,5.0,2.0,750.0,6,31250.0
Super built-up  Area,18-Jun,Kudlu Gate,2 BHK,Sanzaat,1183.0,2.0,1.0,79.54,2,6723.58
Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3 BHK,Almid P,1750.0,3.0,2.0,100.0,3,5714.29
Super built-up  Area,Ready To Move,Nagashetty Halli,4 BHK,,16335.0,4.0,2.0,149.0,4,912.15
Super built-up  Area,Ready To Move,Doddagubbi,1 BHK,,747.0,1.0,2.0,27.0,1,3614.46
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1342.0,2.0,1.0,90.0,2,6706.41
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse,1113.0,2.0,1.0,52.0,2,4672.06
Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,Thionav,1738.0,3.0,2.0,110.0,3,6329.11
Super built-up  Area,Ready To Move,Brookefield,2 BHK,CidgeKn,1206.0,2.0,2.0,90.0,2,7462.69
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790.0,4.0,3.0,198.0,4,7096.77
Super built-up  Area,18-Mar,Hebbal,2 BHK,,1162.0,2.0,1.0,59.0,2,5077.45
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,,1194.0,2.0,2.0,46.0,2,3852.6
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1857.0,4.0,3.0,155.0,3,8346.8
Built-up  Area,Ready To Move,Kattigenahalli,6 Bedroom,,3500.0,6.0,2.0,115.0,6,3285.71
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763.0,3.0,2.0,240.0,2,13613.16
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1150.0,2.0,1.0,45.99,2,3999.13
Plot  Area,Ready To Move,Koramangala,4 Bedroom,,2400.0,5.0,3.0,550.0,4,22916.67
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,V2avei,1290.0,2.0,2.0,72.0,2,5581.4
Built-up  Area,Ready To Move,Thubarahalli,4 BHK,VincyRe,3408.0,5.0,2.0,145.0,4,4254.69
Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,,900.0,2.0,1.0,145.0,2,16111.11
Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,,1150.0,2.0,0.0,70.0,2,6086.96
Plot  Area,Ready To Move,Banashankari,3 Bedroom,,1040.0,2.0,1.0,109.0,3,10480.77
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1160.0,2.0,2.0,64.08,2,5524.14
Super built-up  Area,Ready To Move,Soundarya Layout,2 BHK,,900.0,2.0,2.0,27.0,2,3000.0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat,1750.0,3.0,1.0,185.0,4,10571.43
Built-up  Area,18-Dec,Electronic City,3 BHK,,1320.0,2.0,1.0,38.12,3,2887.88
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2240.0,4.0,2.0,160.0,4,7142.86
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shaceop,891.0,2.0,1.0,26.0,2,2918.07
Plot  Area,Ready To Move,Udaya Nagar,5 Bedroom,,1000.0,4.0,3.0,80.0,5,8000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852.0,3.0,2.0,125.0,3,6749.46
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi,1323.0,2.0,1.0,42.0,3,3174.6
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404.0,2.0,1.0,67.5,2,4807.69
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1370.0,2.0,2.0,60.0,2,4379.56
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1385.0,2.0,2.0,48.48,3,3500.36
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner,1129.0,2.0,1.0,50.0,2,4428.7
Super built-up  Area,Ready To Move,Mahalakshmi Layout,3 BHK,Asmosz,1876.0,3.0,1.0,150.0,3,7995.74
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,Soosea,1720.0,3.0,1.0,95.0,3,5523.26
Plot  Area,Ready To Move,Jalahalli East,4 Bedroom,,1200.0,4.0,1.0,80.0,4,6666.67
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175.0,2.0,2.0,86.68,2,7377.02
Super built-up  Area,Ready To Move,Nagawara Junction,1 BHK,,500.0,1.0,2.0,51.0,1,10200.0
Plot  Area,Ready To Move,Dasappa Layout,5 Bedroom,,1200.0,5.0,2.0,85.0,5,7083.33
Super built-up  Area,19-Jan,Hosa Road,3 BHK,Sosisic,1893.0,3.0,2.0,130.0,3,6867.41
Super built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1430.0,3.0,2.0,52.0,3,3636.36
Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,850.0,2.0,2.0,45.0,2,5294.12
Super built-up  Area,17-Mar,CV Raman Nagar,2 BHK,Pu270a,1392.0,2.0,1.0,110.0,2,7902.3
Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,GolusLi,1938.0,3.0,3.0,105.0,3,5417.96
Super built-up  Area,18-Oct,Chennammanakere Achukattu,2 BHK,,1020.0,2.0,2.0,52.0,2,5098.04
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,Giersin,1832.0,3.0,2.0,160.0,3,8733.62
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,,1423.0,2.0,2.0,85.0,3,5973.3
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1432.0,2.0,1.0,85.0,2,5935.75
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4 Bedroom,,1350.0,4.0,3.0,235.0,4,17407.41
Plot  Area,Ready To Move,BTM 2nd Stage,8 Bedroom,,1500.0,6.0,0.0,270.0,8,18000.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,,1480.0,3.0,2.0,65.0,3,4391.89
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843.0,3.0,2.0,96.2,3,5219.75
Plot  Area,Ready To Move,Lingarajapuram,3 Bedroom,,760.0,4.0,2.0,95.0,3,12500.0
Super built-up  Area,18-Dec,Hulimavu,3 BHK,NiarkHy,1916.0,2.0,1.0,150.0,3,7828.81
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1255.0,2.0,1.0,55.5,2,4422.31
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1160.0,2.0,2.0,44.08,2,3800.0
Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Brica E,2640.0,2.0,1.0,170.0,2,6439.39
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Maoseer,1160.0,2.0,3.0,53.0,2,4568.97
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200.0,2.0,1.0,80.0,2,6666.67
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100.0,2.0,1.0,44.0,2,4000.0
Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1500.0,3.0,3.0,100.0,3,6666.67
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,MJtroty,1336.0,2.0,3.0,50.35,3,3768.71
Built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr,1065.0,2.0,1.0,46.0,2,4319.25
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294.0,2.0,1.0,115.0,2,8887.17
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,3.0,2.0,68.5,3,4419.35
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,75.0,2,6167.76
Super built-up  Area,Ready To Move,Bank Of Baroda Colony,2 BHK,,1005.0,2.0,2.0,40.0,2,3980.1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1430.0,2.0,1.0,102.0,3,7132.87
Super built-up  Area,18-Dec,Frazer Town,4 BHK,Emsisy,4100.0,4.0,3.0,660.0,4,16097.56
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660.0,3.0,2.0,125.0,3,7530.12
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430.0,2.0,3.0,56.0,3,3916.08
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSreerk,1470.0,2.0,1.0,75.0,3,5102.04
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Vaniai,1045.0,2.0,1.0,76.77,2,7346.41
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4225.0,6.0,0.0,359.0,4,8497.04
Built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950.0,2.0,0.0,30.0,2,3157.89
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1382.0,3.0,1.0,65.0,3,4703.33
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,930.0,2.0,2.0,46.0,2,4946.24
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSndsod,1660.0,2.0,2.0,116.0,3,6987.95
Super built-up  Area,Ready To Move,Vijinapura,2 BHK,Vadidpl,1290.0,2.0,2.0,71.95,2,5577.52
Built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1010.0,2.0,1.0,45.0,3,4455.45
Built-up  Area,Ready To Move,Brookefield,4 BHK,Sringlv,3050.0,4.0,2.0,130.0,4,4262.3
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Adxira,1200.0,2.0,2.0,71.0,2,5916.67
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,3 BHK,,1650.0,3.0,2.0,140.0,3,8484.85
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636.0,3.0,2.0,88.0,3,5378.97
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2367.0,3.0,2.0,320.0,3,13519.22
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.55,2,4904.6
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2087.01,4.0,2.0,160.0,3,7666.47
Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,MancyRe,1200.0,2.0,1.0,47.0,2,3916.67
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844.0,3.0,1.0,89.0,3,4826.46
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Sosisic,1275.0,3.0,1.0,110.0,3,8627.45
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh,1215.0,2.0,1.0,43.75,2,3600.82
Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,,1194.0,2.0,1.0,57.0,2,4773.87
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,VaireSo,1220.0,2.0,2.0,52.0,2,4262.3
Built-up  Area,Ready To Move,1st Block HBR Layout,4 BHK,,3150.0,4.0,2.0,150.0,4,4761.9
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,26.0,1,4952.38
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955.0,2.0,1.0,37.97,2,3975.92
Built-up  Area,Ready To Move,Kadugondanahalli,5 Bedroom,,2000.0,5.0,2.0,75.0,5,3750.0
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty,884.0,2.0,1.0,48.0,2,5429.86
Super built-up  Area,Ready To Move,Kathriguppe,2 BHK,,1250.0,2.0,1.0,68.75,2,5500.0
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,2 BHK,,7000.0,2.0,1.0,135.0,2,1928.57
Plot  Area,Ready To Move,Dodda Nekkundi,3 Bedroom,FetatHa,2400.0,4.0,2.0,300.0,3,12500.0
Super built-up  Area,Ready To Move,Harlur,4 BHK,Shodsir,2990.0,4.0,1.0,225.0,4,7525.08
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1195.0,2.0,1.0,52.0,2,4351.46
Built-up  Area,18-Mar,Begur,2 BHK,,1200.0,2.0,1.0,33.0,2,2750.0
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984.0,2.0,1.0,45.75,2,4649.39
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,TCncyn,1089.0,2.0,1.0,40.0,2,3673.09
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Orens G,1165.0,2.0,1.0,52.0,2,4463.52
Super built-up  Area,Ready To Move,Chandapura,1 BHK,,410.0,1.0,1.0,10.0,1,2439.02
Super built-up  Area,18-Dec,Hennur,3 BHK,Puveshe,1482.0,3.0,1.0,110.0,3,7422.4
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1200.0,2.0,1.0,68.0,2,5666.67
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1938.0,3.0,3.0,113.0,3,5830.75
Super built-up  Area,18-Apr,Hormavu,3 BHK,,1166.0,2.0,2.0,34.97,3,2999.14
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,,1275.0,2.0,2.0,55.46,3,4349.8
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Inasy E,1140.0,2.0,2.0,43.0,2,3771.93
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3734.0,5.0,1.0,430.0,4,11515.8
Super built-up  Area,Ready To Move,Tejaswini Nagar,1 BHK,Raood R,720.0,1.0,2.0,28.0,1,3888.89
Plot  Area,18-Apr,Nagarbhavi,3 Bedroom,,1200.0,3.0,2.0,228.0,3,19000.0
Built-up  Area,Ready To Move,Richards Town,2 BHK,Alnorrm,1100.0,2.0,1.0,90.0,2,8181.82
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,,1162.0,2.0,2.0,98.77,2,8500.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,,540.0,1.0,0.0,35.0,1,6481.48
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,2.0,2.0,73.5,3,4741.94
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1300.0,3.0,2.0,145.0,3,11153.85
Plot  Area,Ready To Move,Ullal Road,5 Bedroom,,1200.0,5.0,1.0,130.0,5,10833.33
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,,964.0,2.0,1.0,62.0,2,6431.54
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSlesSp,1347.0,2.0,1.0,44.0,3,3266.52
Super built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",4 BHK,,5000.0,5.0,2.0,250.0,4,5000.0
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000.0,4.0,2.0,140.0,4,4666.67
Super built-up  Area,18-Jun,Bannerghatta,2 BHK,,1120.0,2.0,1.0,42.5,2,3794.64
Super built-up  Area,Ready To Move,Lake City,1 BHK,Prdenth,600.0,1.0,1.0,22.8,1,3800.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321.0,4.0,1.0,157.0,3,6764.33
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Prineth,540.0,1.0,2.0,24.0,1,4444.44
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1150.0,2.0,1.0,57.0,2,4956.52
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Skacak,1484.0,3.0,1.0,75.0,3,5053.91
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Srdor S,1680.0,2.0,2.0,68.0,3,4047.62
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,,620.0,2.0,1.0,23.0,2,3709.68
Super built-up  Area,Ready To Move,Dodda Banaswadi,3 BHK,,1650.0,3.0,2.0,78.0,3,4727.27
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1105.0,2.0,2.0,40.0,2,3619.91
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Invenai,1200.0,2.0,2.0,60.5,2,5041.67
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,,3100.0,7.0,3.0,145.0,7,4677.42
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea,4007.0,4.0,3.0,530.0,4,13226.85
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa,550.0,2.0,1.0,16.0,2,2909.09
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1340.0,2.0,2.0,53.6,3,4000.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2409.0,3.0,3.0,395.0,3,16396.85
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194.0,2.0,2.0,46.0,2,3852.6
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246.0,2.0,1.0,65.0,2,5216.69
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,Canoroy,1055.0,2.0,3.0,75.0,2,7109.0
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr,1541.0,3.0,1.0,69.61,3,4517.2
Built-up  Area,Ready To Move,Harlur,2 BHK,,1370.0,2.0,2.0,88.0,2,6423.36
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1224.0,2.0,2.0,75.0,2,6127.45
Plot  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,,650.0,2.0,1.0,58.0,4,8923.08
Built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht,883.0,2.0,1.0,39.0,2,4416.76
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1676.0,3.0,2.0,92.13,3,5497.02
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,PrinePr,1154.0,2.0,1.0,57.0,2,4939.34
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Hahtsya,1610.0,3.0,3.0,78.5,3,4875.78
Super built-up  Area,Ready To Move,Devasthanagalu,2 BHK,CMhidal,1057.0,2.0,1.0,42.0,2,3973.51
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157.0,2.0,1.0,65.0,2,5617.98
Plot  Area,18-May,Doddagubbi,4 Bedroom,,1200.0,4.0,1.0,85.0,4,7083.33
Plot  Area,Ready To Move,Dasappa Layout,7 Bedroom,,1500.0,7.0,3.0,130.0,7,8666.67
Super built-up  Area,Ready To Move,Gulimangala,2 BHK,Daxir E,980.0,2.0,3.0,35.0,2,3571.43
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Vaine S,1140.0,2.0,1.0,40.0,2,3508.77
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1206.0,2.0,1.0,40.7,2,3374.79
Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,,575.0,1.0,1.0,16.75,1,2913.04
Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600.0,3.0,1.0,170.0,3,10625.0
Plot  Area,Ready To Move,1st Stage Indira Nagar,4 Bedroom,,2400.0,4.0,1.0,500.0,4,20833.33
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1300.0,2.0,2.0,52.0,3,4000.0
Super built-up  Area,18-Dec,Tunganagara,3 BHK,DSdidSp,1270.0,2.0,1.0,35.56,3,2800.0
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,63.5,2,5629.43
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,640.0,1.0,1.0,45.0,1,7031.25
Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,,2400.0,3.0,2.0,185.0,3,7708.33
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200.0,2.0,0.0,66.0,3,5500.0
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090.0,2.0,2.0,38.15,2,3500.0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589.0,1.0,1.0,29.0,1,4923.6
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1125.0,2.0,1.0,28.13,2,2500.44
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1140.0,2.0,2.0,50.66,2,4443.86
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,3150.0,4.0,2.0,500.0,4,15873.02
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Viuliap,1315.0,2.0,3.0,74.0,2,5627.38
Plot  Area,Ready To Move,Billamaranahalli,2 Bedroom,AWharan,1275.0,2.0,2.0,150.0,2,11764.71
Super built-up  Area,Ready To Move,Bellandur,3 BHK,AkonyHa,1435.0,2.0,2.0,115.0,3,8013.94
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1092.0,2.0,2.0,44.0,2,4029.3
Super built-up  Area,18-May,Kadugodi,2 BHK,Alestrb,1314.0,2.0,3.0,80.0,2,6088.28
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260.0,2.0,1.0,100.0,2,7936.51
Plot  Area,Ready To Move,Srirampura,7 Bedroom,,1875.0,5.0,1.0,192.0,7,10240.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1080.0,2.0,1.0,49.0,2,4537.04
Built-up  Area,Ready To Move,Nagasandra,8 Bedroom,,4000.0,8.0,3.0,160.0,8,4000.0
Super built-up  Area,18-Feb,Mysore Road,3 BHK,PrawnRa,1082.0,2.0,1.0,45.0,3,4158.96
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1150.0,3.0,2.0,65.0,3,5652.17
Super built-up  Area,18-Dec,Hennur Road,2 BHK,DSeldpr,1052.0,2.0,1.0,34.72,2,3300.38
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1045.0,2.0,1.0,45.0,2,4306.22
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,Shyas S,1442.0,3.0,2.0,80.0,3,5547.85
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1500.0,2.0,2.0,75.0,3,5000.0
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497.0,1.0,1.0,20.0,2,4024.14
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255.0,2.0,1.0,53.57,2,4268.53
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,,1432.0,3.0,2.0,79.0,3,5516.76
Built-up  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,2100.0,3.0,2.0,150.0,3,7142.86
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Eltert,1450.0,2.0,2.0,80.0,2,5517.24
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,69.61,2,5171.62
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,,1200.0,2.0,2.0,29.0,2,2416.67
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,925.0,2.0,1.0,49.82,3,5385.95
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,,1160.0,2.0,2.0,49.0,2,4224.14
